time,temperature_2m_mean (°C),cloud_cover_mean (%),rain_sum (mm),wind_gusts_10m_max (km/h)
1/01/2012,20.4,4,0,36
2/01/2012,21.8,15,0,38.2
3/01/2012,22.6,37,0,39.6
4/01/2012,23.7,63,1.4,58.7
5/01/2012,21.6,77,0.5,38.2
6/01/2012,19.8,79,2.2,46.1
7/01/2012,20.7,64,0,47.5
8/01/2012,22.6,84,4.5,32.8
9/01/2012,22.9,65,0.3,40.3
10/01/2012,22.9,80,0,24.1
11/01/2012,21.7,20,0,64.1
12/01/2012,18.3,16,0,42.8
13/01/2012,20,40,0,45.7
14/01/2012,19.6,97,11.2,33.1
15/01/2012,19.3,95,18.7,37.4
16/01/2012,20.5,62,4.9,41.8
17/01/2012,22.3,39,0,39.2
18/01/2012,22.6,43,0,29.2
19/01/2012,21.8,59,0.1,41.8
20/01/2012,22.2,59,0,36.7
21/01/2012,21.9,89,6.1,34.2
22/01/2012,21.6,50,0.3,49.3
23/01/2012,21.5,76,0.1,41.4
24/01/2012,21.4,100,4.5,30.6
25/01/2012,21.6,100,17.9,35.6
26/01/2012,22.4,96,4.5,35.3
27/01/2012,22,85,3.7,49
28/01/2012,22.6,96,0.6,34.6
29/01/2012,23.3,79,0.7,46.4
30/01/2012,26.3,68,0.2,62.6
31/01/2012,23.8,92,0.3,55.4
1/02/2012,19.9,100,6,42.5
2/02/2012,19.2,100,20,33.1
3/02/2012,19.9,94,14.6,32.8
4/02/2012,21,47,0.8,32.4
5/02/2012,22,24,0,37.1
6/02/2012,21.6,48,0.8,49.7
7/02/2012,21,98,3.1,41
8/02/2012,21.1,96,3.7,36.4
9/02/2012,21.3,56,9.3,41
10/02/2012,21.3,58,26.6,47.2
11/02/2012,20.2,50,11.8,27
12/02/2012,20.4,45,0,33.5
13/02/2012,20.3,62,5.9,32
14/02/2012,20.5,56,0.8,34.6
15/02/2012,21.2,30,0.3,38.5
16/02/2012,21.3,59,0,36
17/02/2012,22.2,50,0,33.5
18/02/2012,22.1,57,0.7,31
19/02/2012,22.5,65,4.5,28.1
20/02/2012,22,88,9.7,36.7
21/02/2012,20.9,69,5.2,49
22/02/2012,20.6,78,0.9,31.3
23/02/2012,21.4,21,0,29.5
24/02/2012,22.4,19,0,31
25/02/2012,22,55,0,36.7
26/02/2012,22.5,95,2.9,23.8
27/02/2012,23.8,70,1.7,23.8
28/02/2012,24.7,99,1.2,35.3
29/02/2012,21,100,9.9,34.6
1/03/2012,22.7,100,21.6,47.9
2/03/2012,19.2,100,20.5,54.4
3/03/2012,20,100,3.7,33.5
4/03/2012,22.8,73,10.6,34.2
5/03/2012,21.6,42,1.8,43.6
6/03/2012,19.5,46,0.7,40.3
7/03/2012,17.2,74,13.4,51.1
8/03/2012,17.6,84,59.4,46.8
9/03/2012,20.3,27,0,36.7
10/03/2012,19.9,28,0,43.6
11/03/2012,20.2,33,0,36
12/03/2012,20.7,73,0.5,39.6
13/03/2012,21.2,14,0,32
14/03/2012,21.1,72,0.1,34.9
15/03/2012,21.9,60,0,36.7
16/03/2012,22.6,51,0.4,33.1
17/03/2012,20.1,79,7.4,40
18/03/2012,19.6,54,0.7,50.4
19/03/2012,20.1,56,0.1,50
20/03/2012,20.7,70,0.2,31
21/03/2012,21.7,70,0.1,31
22/03/2012,19.4,74,0.1,53.6
23/03/2012,19.9,6,0,37.4
24/03/2012,17.5,3,0,34.9
25/03/2012,17.9,51,1.4,28.1
26/03/2012,19.6,26,0,30.6
27/03/2012,20.4,79,0.3,31
28/03/2012,20.8,80,2.5,28.1
29/03/2012,20.6,23,1.3,25.2
30/03/2012,19.5,40,1.6,23
31/03/2012,19.7,26,0,19.8
1/04/2012,20.1,45,1,25.6
2/04/2012,20,31,0.2,25.2
3/04/2012,20.6,54,0,23.8
4/04/2012,21.8,15,0,32.8
5/04/2012,21.4,12,0,29.2
6/04/2012,20.8,20,0,31.3
7/04/2012,20.5,42,0,51.8
8/04/2012,20.5,83,1.3,34.2
9/04/2012,18.2,5,0,32
10/04/2012,14.6,32,0,54.4
11/04/2012,15.5,57,0,51.1
12/04/2012,17.1,41,0.4,29.9
13/04/2012,17.3,15,0,23.8
14/04/2012,19.2,66,0,22
15/04/2012,20.2,84,0,18.4
16/04/2012,19.6,70,0.2,35.3
17/04/2012,18,94,12.7,39.6
18/04/2012,19.1,100,21.8,44.6
19/04/2012,19.6,92,8,26.3
20/04/2012,20.3,64,1.9,23.4
21/04/2012,19.8,70,0.4,29.2
22/04/2012,20.4,89,0,24.5
23/04/2012,19.3,82,4.9,26.3
24/04/2012,17.4,18,1.4,43.9
25/04/2012,14.6,12,0,50.4
26/04/2012,17,65,0,37.1
27/04/2012,17.1,67,0,25.6
28/04/2012,18.2,74,0,22.7
29/04/2012,16.2,36,0.1,53.3
30/04/2012,16.6,58,0,19.1
1/05/2012,17.4,52,0,27.4
2/05/2012,17.8,58,0.9,21.2
3/05/2012,17.2,49,0,24.1
4/05/2012,15.8,39,0,23
5/05/2012,15.7,16,0,33.5
6/05/2012,14.5,15,0,17.3
7/05/2012,13.7,66,0.2,16.6
8/05/2012,15,0,0,15.8
9/05/2012,16.5,0,0,15.5
10/05/2012,17.9,4,0,23
11/05/2012,17.9,19,0,20.5
12/05/2012,15.7,36,0,30.2
13/05/2012,13.3,5,0,61.2
14/05/2012,13.2,12,0,35.3
15/05/2012,14.5,8,0,29.5
16/05/2012,15,12,0,24.8
17/05/2012,14.7,9,0,15.8
18/05/2012,14.8,22,0,19.8
19/05/2012,13.8,61,0,15.8
20/05/2012,14.3,46,0.6,27.7
21/05/2012,14.4,38,0.6,24.5
22/05/2012,14.2,0,0,22.3
23/05/2012,14.5,0,0,24.1
24/05/2012,13.9,67,12.9,33.5
25/05/2012,15.1,53,5.1,54
26/05/2012,13.1,34,0,55.4
27/05/2012,13.7,14,0,31.7
28/05/2012,14.1,18,0,33.1
29/05/2012,14.7,56,2.9,26.3
30/05/2012,14.8,45,0.2,28.8
31/05/2012,14.2,29,0,23
1/06/2012,14.6,99,0.6,15.5
2/06/2012,15.2,100,6.6,21.2
3/06/2012,14.7,93,7.7,23
4/06/2012,13.8,43,0.1,33.5
5/06/2012,12.1,71,15.3,71.3
6/06/2012,13.4,73,1.6,56.9
7/06/2012,12.6,27,0,29.5
8/06/2012,11.2,0,0,18.4
9/06/2012,11.7,1,0,17.3
10/06/2012,11.5,51,3.3,26.3
11/06/2012,13.4,89,11.5,34.9
12/06/2012,14.7,63,6,29.5
13/06/2012,14.7,57,1.6,28.8
14/06/2012,14.1,67,0.8,18.7
15/06/2012,15.1,43,0,24.8
16/06/2012,13.3,69,10.1,32.4
17/06/2012,13.3,5,0,44.6
18/06/2012,13.4,0,0,29.5
19/06/2012,13,20,0,41.4
20/06/2012,12,35,0,23.8
21/06/2012,12,58,0,29.2
22/06/2012,13.8,68,0.4,51.5
23/06/2012,11.2,6,0,26.3
24/06/2012,11,0,0,24.5
25/06/2012,11.5,26,0,19.8
26/06/2012,12.9,97,0.5,24.8
27/06/2012,13.3,70,1.1,23
28/06/2012,13,53,0,17.6
29/06/2012,13.6,40,0.1,24.8
30/06/2012,13.1,36,0,19.8
1/07/2012,11.4,19,0,34.6
2/07/2012,11.2,9,0,41
3/07/2012,11.2,12,0,31.3
4/07/2012,11.5,61,0,40
5/07/2012,11.9,46,0.2,44.3
6/07/2012,11.9,53,0,38.5
7/07/2012,12.2,39,0,26.3
8/07/2012,12.1,12,0,17.3
9/07/2012,11.5,32,0,23.8
10/07/2012,14.1,88,1.4,39.2
11/07/2012,14.8,52,5.1,56.2
12/07/2012,14.2,70,0.1,41
13/07/2012,16.3,29,0,37.1
14/07/2012,13.7,6,0,36.7
15/07/2012,11.7,2,0,47.2
16/07/2012,13,0,0,21.2
17/07/2012,13.2,5,0,27.4
18/07/2012,12.7,39,0,19.4
19/07/2012,11.6,23,0.7,40.3
20/07/2012,11.9,7,0,34.6
21/07/2012,13.5,53,0,47.5
22/07/2012,13.3,61,0.1,46.8
23/07/2012,13.9,54,0,35.6
24/07/2012,13.6,81,0,26.6
25/07/2012,13.6,53,0,32.8
26/07/2012,14.8,52,0.4,44.6
27/07/2012,12.4,8,0,37.1
28/07/2012,12,12,0,36
29/07/2012,12.1,34,0,34.2
30/07/2012,11.7,19,0,45.7
31/07/2012,11.4,42,0,45
1/08/2012,11,14,0,33.5
2/08/2012,11.5,31,0,28.8
3/08/2012,11.3,37,0,31.7
4/08/2012,12.4,13,0,34.6
5/08/2012,13.5,7,0,43.2
6/08/2012,12.6,0,0,33.5
7/08/2012,11.4,0,0,23.4
8/08/2012,11.5,0,0,23
9/08/2012,12.3,35,1,50.8
10/08/2012,11.5,54,0,80.6
11/08/2012,12.7,63,0,67.3
12/08/2012,12.8,65,0,56.9
13/08/2012,12.8,17,0,23.8
14/08/2012,12.1,70,0,21.6
15/08/2012,14.6,51,0,32
16/08/2012,13.4,25,0,26.6
17/08/2012,13,23,0.3,72.4
18/08/2012,12.4,40,0.2,63.7
19/08/2012,13,22,0,33.8
20/08/2012,12.2,41,0,27.7
21/08/2012,14.2,42,0,24.5
22/08/2012,16.5,46,0,44.3
23/08/2012,19.6,54,0.7,64.8
24/08/2012,15.4,8,0,53.3
25/08/2012,13.6,6,0,24.8
26/08/2012,13,29,0,33.1
27/08/2012,13.3,6,0,28.1
28/08/2012,14.4,43,0,29.2
29/08/2012,15.8,38,0.2,47.9
30/08/2012,15.3,51,0,43.9
31/08/2012,12.1,40,0.3,47.5
1/09/2012,11.8,20,0,49
2/09/2012,13.5,4,0,22.7
3/09/2012,13.1,9,0,25.2
4/09/2012,14.7,26,0,20.5
5/09/2012,18.1,1,0,56.9
6/09/2012,20.7,5,0,61.2
7/09/2012,16.6,10,0,69.8
8/09/2012,14.6,1,0,48.6
9/09/2012,14.9,0,0,34.9
10/09/2012,15.3,7,0,32
11/09/2012,15.8,18,0,36.4
12/09/2012,15.9,12,0,35.3
13/09/2012,15.1,44,4.2,50.8
14/09/2012,12.7,2,0,32
15/09/2012,13.7,17,0,35.6
16/09/2012,14.5,61,0,36
17/09/2012,15.1,81,1.5,36.7
18/09/2012,15.1,49,2.6,35.6
19/09/2012,15.3,32,0,29.9
20/09/2012,15.6,39,0.2,35.6
21/09/2012,17.8,36,0.1,39.2
22/09/2012,15.6,13,0,39.2
23/09/2012,17.2,0,0,27.7
24/09/2012,16.8,2,0,34.9
25/09/2012,15.3,80,1,33.1
26/09/2012,16.6,35,0.7,44.3
27/09/2012,18.5,55,0,37.4
28/09/2012,23.4,73,1.5,54.7
29/09/2012,18.1,64,4.7,55.4
30/09/2012,14.6,5,0,39.6
1/10/2012,14.7,20,0,34.6
2/10/2012,15.6,27,0,28.8
3/10/2012,18.4,15,0,22
4/10/2012,20.6,0,0,39.6
5/10/2012,21.3,23,0,57.2
6/10/2012,17,99,1,42.1
7/10/2012,15.5,5,0,49
8/10/2012,14.6,65,0.5,28.8
9/10/2012,13.7,47,3.3,35.6
10/10/2012,15.8,23,0,41
11/10/2012,15.7,72,3.7,32.8
12/10/2012,12.2,49,7.2,78.8
13/10/2012,14.1,29,0.1,30.6
14/10/2012,14.9,17,0.1,31
15/10/2012,17.6,15,0,28.1
16/10/2012,21.7,54,0,33.5
17/10/2012,18.1,20,0,41
18/10/2012,17.2,71,0.2,43.2
19/10/2012,19.8,44,0,31
20/10/2012,20.2,13,0,45.4
21/10/2012,18.6,64,0,51.5
22/10/2012,14.6,50,2.3,67.7
23/10/2012,15.3,42,0.6,41.4
24/10/2012,16.7,28,0,41.8
25/10/2012,21.3,35,0,28.8
26/10/2012,18.9,77,0,28.1
27/10/2012,16.2,24,0,48.2
28/10/2012,16.7,70,0,25.2
29/10/2012,17.4,49,0,46.1
30/10/2012,18.7,71,0,36
31/10/2012,20.3,28,0,37.1
1/11/2012,23.3,51,0.2,61.9
2/11/2012,17.1,18,0,44.6
3/11/2012,16.7,97,0.5,29.2
4/11/2012,18.9,60,0.3,45
5/11/2012,20.8,57,0,43.2
6/11/2012,21.6,88,0,49
7/11/2012,20.9,99,0.2,28.4
8/11/2012,21.4,78,11.1,34.6
9/11/2012,21.2,77,3.7,46.8
10/11/2012,17,88,0.1,43.2
11/11/2012,16.9,20,0,35.6
12/11/2012,18.2,13,0,47.9
13/11/2012,17.8,37,0.1,47.2
14/11/2012,17.3,99,0.3,38.5
15/11/2012,19.8,82,0.4,31.7
16/11/2012,17.3,97,9.6,36
17/11/2012,17.4,98,0.4,31.3
18/11/2012,18.8,42,0.6,45.4
19/11/2012,16.8,49,1.7,49.7
20/11/2012,17.9,65,2.8,45.4
21/11/2012,19,52,0,36
22/11/2012,17.4,83,0,59
23/11/2012,17.8,51,0,31.3
24/11/2012,20.4,68,0,36
25/11/2012,23.2,15,0,37.1
26/11/2012,21.8,92,0,33.8
27/11/2012,20.8,97,3.5,42.1
28/11/2012,20.2,92,0.9,28.4
29/11/2012,21.8,61,0.4,41
30/11/2012,24.9,83,0.3,38.5
1/12/2012,26.5,86,0.6,32.8
2/12/2012,21.9,91,0.3,44.3
3/12/2012,20.4,79,0.1,31
4/12/2012,21,9,0,48.2
5/12/2012,19.1,17,0,62.3
6/12/2012,18.1,9,0,42.8
7/12/2012,19.2,70,0,38.9
8/12/2012,21.9,31,0,46.1
9/12/2012,20.4,50,0,61.2
10/12/2012,18.2,98,0,54.7
11/12/2012,18.8,86,2.1,49.7
12/12/2012,20.7,33,0.7,39.2
13/12/2012,21.2,3,0,43.6
14/12/2012,22.1,79,0,45
15/12/2012,22.7,94,0,32
16/12/2012,25.4,40,0,63.4
17/12/2012,19.9,99,0,58
18/12/2012,21.5,25,0,47.9
19/12/2012,22.6,66,0,47.9
20/12/2012,24,52,0,59
21/12/2012,20.9,56,0,36.7
22/12/2012,22.6,71,0.1,38.2
23/12/2012,24.3,51,0,43.6
24/12/2012,25.1,65,3.9,50
25/12/2012,20.1,96,5.3,49.3
26/12/2012,19.5,68,0.5,48.2
27/12/2012,19.8,44,0,41.8
28/12/2012,21.3,25,2.9,62.6
29/12/2012,20.1,48,0,46.4
30/12/2012,20,82,0.7,37.4
31/12/2012,23.3,11,0,42.5
1/01/2013,23.6,13,0,29.9
2/01/2013,19.9,94,0,50.4
3/01/2013,20.9,39,0,35.3
4/01/2013,22.3,0,0,47.2
5/01/2013,23.4,2,0,41.8
6/01/2013,23.1,6,0,42.5
7/01/2013,23,40,0,41
8/01/2013,30.6,16,0,55.8
9/01/2013,21.7,47,0.1,57.6
10/01/2013,21.7,82,0.5,39.2
11/01/2013,24.9,27,0,47.2
12/01/2013,25.2,48,0,47.5
13/01/2013,21.2,96,13.1,43.9
14/01/2013,19.2,82,2,51.8
15/01/2013,21.1,47,0,43.6
16/01/2013,22.3,42,0,37.4
17/01/2013,23.7,31,0,41
18/01/2013,29.4,28,0,68.4
19/01/2013,21.3,84,2.7,50.4
20/01/2013,21.5,93,0.2,29.2
21/01/2013,23,51,0.8,38.5
22/01/2013,24.6,48,0.3,33.8
23/01/2013,22,91,0,48.6
24/01/2013,22.8,70,1.2,36.7
25/01/2013,24.3,41,0.3,43.2
26/01/2013,24.9,65,1.5,52.6
27/01/2013,22.7,100,64.5,36.4
28/01/2013,22.2,100,56.6,62.6
29/01/2013,22.4,71,24.6,64.4
30/01/2013,22,63,0.6,33.1
31/01/2013,23.4,29,0,46.8
1/02/2013,20.9,60,14.5,57.6
2/02/2013,17.4,80,12.5,58.7
3/02/2013,18.8,66,0.5,47.5
4/02/2013,20.3,39,0.5,39.6
5/02/2013,20.5,38,2.5,35.6
6/02/2013,21.4,26,0,36
7/02/2013,22,0,0,41
8/02/2013,23,7,0,35.3
9/02/2013,23.6,46,0,35.6
10/02/2013,22.7,71,3.2,55.4
11/02/2013,21,93,0.8,50.8
12/02/2013,20.9,88,3.4,42.1
13/02/2013,21,57,0.4,37.1
14/02/2013,21.7,54,0,31.7
15/02/2013,21.4,57,2.3,35.6
16/02/2013,20.9,49,2.2,33.8
17/02/2013,21.4,37,2.3,40.7
18/02/2013,21.5,36,2.7,38.5
19/02/2013,22.3,35,0.1,33.1
20/02/2013,22.3,43,1.6,40.7
21/02/2013,22.3,55,4.4,40
22/02/2013,22.3,84,5.2,54.7
23/02/2013,21.9,100,56.8,62.6
24/02/2013,24.5,54,6.9,60.1
25/02/2013,24.1,49,0,36
26/02/2013,23.6,97,0,41.8
27/02/2013,23.5,75,0,34.2
28/02/2013,22.2,94,12.6,48.6
1/03/2013,19.3,98,29,55.4
2/03/2013,19.8,100,2.3,55.8
3/03/2013,21.4,86,2.6,47.2
4/03/2013,21.6,62,0,34.6
5/03/2013,22.1,57,0.2,33.1
6/03/2013,22.4,30,0,35.6
7/03/2013,22.3,3,0,33.8
8/03/2013,22.4,36,0,30.6
9/03/2013,22.6,64,0,38.9
10/03/2013,22.5,88,0,32
11/03/2013,22.4,34,0.5,32.4
12/03/2013,21.8,30,0.4,29.9
13/03/2013,21.9,10,0,36.7
14/03/2013,21.6,78,0.6,38.2
15/03/2013,21.6,91,2,36.7
16/03/2013,22.1,35,0,34.2
17/03/2013,19.3,24,0,56.2
18/03/2013,18.1,30,0,31.7
19/03/2013,18.3,19,0.1,28.8
20/03/2013,19.9,29,0.6,32.8
21/03/2013,21.5,43,0.7,40.3
22/03/2013,24.8,84,0,49.3
23/03/2013,23.6,44,1.3,34.9
24/03/2013,23.3,32,0,25.6
25/03/2013,22.1,13,0,29.2
26/03/2013,22.2,68,0,32.4
27/03/2013,23.3,25,0,33.8
28/03/2013,24,43,4.7,33.5
29/03/2013,18.7,58,0,32.4
30/03/2013,19.2,29,0,29.5
31/03/2013,20.1,59,0,36.7
1/04/2013,19.7,37,0.3,26.6
2/04/2013,19.8,9,0,28.8
3/04/2013,18.2,80,2.2,42.5
4/04/2013,18.3,93,8.1,37.4
5/04/2013,19.4,57,1.3,26.3
6/04/2013,18.6,74,5.2,29.9
7/04/2013,18.1,45,2.7,28.1
8/04/2013,18.5,71,0.3,23.4
9/04/2013,18.1,54,3.9,25.2
10/04/2013,18.4,37,0,20.9
11/04/2013,19.5,5,0,20.5
12/04/2013,20.3,26,1,23.8
13/04/2013,20.2,5,0,29.5
14/04/2013,20.6,31,0,20.9
15/04/2013,21.1,44,0.9,21.6
16/04/2013,17.7,79,9.3,40.7
17/04/2013,18,59,0.9,23.8
18/04/2013,17.4,31,0.9,34.6
19/04/2013,15.8,42,0,66.6
20/04/2013,15.1,83,6.3,49
21/04/2013,15.6,45,0,29.9
22/04/2013,17.6,43,0.9,31.3
23/04/2013,17.3,12,0,26.3
24/04/2013,16.3,2,0,18
25/04/2013,16.2,6,0,20.9
26/04/2013,17.5,0,0,19.1
27/04/2013,17.6,3,0,24.1
28/04/2013,19.2,0,0,26.3
29/04/2013,18.7,22,0,22.3
30/04/2013,18.8,68,0,23.8
1/05/2013,18.1,59,0,46.4
2/05/2013,16,29,0,40.7
3/05/2013,16.3,25,0,28.4
4/05/2013,16.8,72,0,53.3
5/05/2013,15.4,34,0,26.3
6/05/2013,15.2,40,0.5,32.4
7/05/2013,16.2,59,0.9,22.7
8/05/2013,16.6,31,0.5,19.1
9/05/2013,16.4,9,0,18.7
10/05/2013,16.2,1,0,20.9
11/05/2013,17.4,52,0.3,25.9
12/05/2013,17.9,37,0,26.6
13/05/2013,18.2,99,0.6,29.5
14/05/2013,15.7,48,0.6,22
15/05/2013,14.9,31,0,41
16/05/2013,15.5,19,0,50.4
17/05/2013,14.6,1,0,50.8
18/05/2013,14.5,0,0,34.6
19/05/2013,14.1,4,0,35.3
20/05/2013,14.6,9,0,28.4
21/05/2013,15.5,28,0,45.7
22/05/2013,13.6,77,11.6,25.2
23/05/2013,14,93,22.7,38.5
24/05/2013,15.4,72,16.3,42.5
25/05/2013,15.1,24,0.8,28.4
26/05/2013,13.4,0,0,14.4
27/05/2013,14.4,51,1.2,31.3
28/05/2013,15.8,76,0.8,23
29/05/2013,15.9,32,0,21.2
30/05/2013,16.4,76,0,21.2
31/05/2013,16.8,37,0,20.9
1/06/2013,16.8,100,3.8,34.9
2/06/2013,14.8,77,23.7,54
3/06/2013,14.1,10,0,37.8
4/06/2013,13.9,29,0,22
5/06/2013,13.9,97,0,26.3
6/06/2013,15.2,95,0,21.2
7/06/2013,17.4,69,0,35.3
8/06/2013,15.2,71,0,24.8
9/06/2013,15.2,48,0,20.9
10/06/2013,14.4,48,6.4,20.2
11/06/2013,13.1,39,0,15.5
12/06/2013,14.7,71,1.7,25.9
13/06/2013,14.3,37,0,44.6
14/06/2013,14.2,44,0,42.5
15/06/2013,14.8,54,0,45.4
16/06/2013,13.7,6,0,33.5
17/06/2013,12.5,38,0,34.2
18/06/2013,12.5,18,0,31.7
19/06/2013,12.6,44,0,41.4
20/06/2013,12.4,86,0,33.1
21/06/2013,12.1,32,0,27
22/06/2013,11.7,46,0.2,29.5
23/06/2013,12.3,90,11.7,30.2
24/06/2013,12.2,92,14.7,29.2
25/06/2013,13,90,3.7,38.9
26/06/2013,15,75,10.8,46.8
27/06/2013,15.1,88,2.6,24.8
28/06/2013,14.6,98,9.4,22
29/06/2013,13.7,99,17.9,26.6
30/06/2013,13.8,79,1.5,28.4
1/07/2013,14.2,9,0,17.6
2/07/2013,12.1,1,0,18
3/07/2013,11.9,14,0,19.8
4/07/2013,14.2,2,0,39.6
5/07/2013,14.3,0,0,37.4
6/07/2013,11.2,0,0,25.2
7/07/2013,11.8,0,0,21.2
8/07/2013,11.9,5,0,24.1
9/07/2013,11.7,66,2.5,32.4
10/07/2013,12,80,5.3,22.7
11/07/2013,11.9,63,0,16.6
12/07/2013,12.1,34,0,15.5
13/07/2013,12.9,56,0,16.2
14/07/2013,14,56,0.5,19.8
15/07/2013,15.5,89,0.6,24.1
16/07/2013,15.5,74,2.3,20.2
17/07/2013,15.9,36,0,22.7
18/07/2013,16.5,95,0,26.3
19/07/2013,16.5,90,4.4,53.3
20/07/2013,15.2,11,0,46.1
21/07/2013,11.2,0,0,46.8
22/07/2013,11.5,7,0,41.4
23/07/2013,11.4,20,0,36
24/07/2013,12.9,27,0,46.1
25/07/2013,12.7,38,0,16.9
26/07/2013,12,40,0,16.2
27/07/2013,12.3,1,0,19.1
28/07/2013,12.7,73,0,24.5
29/07/2013,15,7,0,30.6
30/07/2013,14.5,41,0.4,26.6
31/07/2013,14.4,63,0,45
1/08/2013,13.5,3,0,22.7
2/08/2013,12.7,10,0,30.6
3/08/2013,12.8,27,0,37.4
4/08/2013,12.8,39,0.4,40
5/08/2013,13.3,2,0,26.6
6/08/2013,15,29,0,53.6
7/08/2013,12.4,56,4.5,30.6
8/08/2013,11.6,52,2.1,55.4
9/08/2013,12.6,39,0,22.7
10/08/2013,14.4,11,0,30.6
11/08/2013,12.6,5,0,19.4
12/08/2013,15.1,32,0.6,65.2
13/08/2013,13.9,0,0,33.5
14/08/2013,15.2,0,0,41
15/08/2013,13.2,4,0,43.2
16/08/2013,12.4,3,0,37.1
17/08/2013,16.1,22,0,53.6
18/08/2013,14.8,0,0,40.3
19/08/2013,14.3,7,0,49.7
20/08/2013,10.5,0,0,46.4
21/08/2013,11.6,14,0.1,39.6
22/08/2013,12.1,50,0,50
23/08/2013,14.2,55,0.3,66.2
24/08/2013,15.7,3,0,36
25/08/2013,14.4,0,0,24.8
26/08/2013,14.2,51,0,20.9
27/08/2013,15.1,41,0,23.4
28/08/2013,14.5,21,0,31.3
29/08/2013,15.9,64,0.3,37.4
30/08/2013,18.9,16,0.4,40.7
31/08/2013,16.8,48,0,32
1/09/2013,16.1,2,0,31.7
2/09/2013,16.3,9,0,26.6
3/09/2013,15.9,11,0,26.6
4/09/2013,16.2,22,0,32.8
5/09/2013,18.4,12,0,21.6
6/09/2013,17.7,97,0,28.1
7/09/2013,19.2,72,0,34.9
8/09/2013,17.1,98,1.2,29.5
9/09/2013,19.1,94,0.1,29.9
10/09/2013,22.7,34,0,58.7
11/09/2013,17.3,23,0,38.2
12/09/2013,16.2,56,0,60.5
13/09/2013,14.3,92,1.4,37.4
14/09/2013,16.4,58,5.2,46.4
15/09/2013,15.7,58,1.4,34.2
16/09/2013,16.6,97,11.7,46.1
17/09/2013,18.1,84,6.8,55.4
18/09/2013,18.7,10,0,53.6
19/09/2013,16.5,0,0,41
20/09/2013,14.8,24,0.9,64.1
21/09/2013,15,31,0,32
22/09/2013,16.5,31,0,21.2
23/09/2013,18.4,22,0,27.4
24/09/2013,21.2,51,0,40
25/09/2013,21.4,2,0,28.4
26/09/2013,19.8,0,0,73.4
27/09/2013,15.9,0,0,37.4
28/09/2013,19.3,11,0,65.9
29/09/2013,17.2,14,0,38.5
30/09/2013,19.9,43,0,31.3
1/10/2013,22.2,89,0,75.6
2/10/2013,18.9,12,0,44.6
3/10/2013,15.4,49,4.5,53.6
4/10/2013,15,2,0,33.8
5/10/2013,17.8,55,0,22.7
6/10/2013,20.6,18,0,37.8
7/10/2013,17.1,49,0,46.8
8/10/2013,15.8,26,1.5,41.4
9/10/2013,19.1,0,0,25.2
10/10/2013,25.2,4,0,57.2
11/10/2013,17.8,27,0.2,46.4
12/10/2013,19.4,0,0,37.4
13/10/2013,23.4,35,0.4,77
14/10/2013,15.6,42,0.3,42.1
15/10/2013,16.6,1,0,25.9
16/10/2013,19.3,22,0,36.4
17/10/2013,22.9,70,0,74.9
18/10/2013,16.7,41,0,37.8
19/10/2013,17.4,1,0,40.3
20/10/2013,20,4,0,43.9
21/10/2013,23.2,28,0,29.9
22/10/2013,22.2,85,0,47.2
23/10/2013,25.1,21,0,66.6
24/10/2013,18.7,6,0,58
25/10/2013,16.7,0,0,34.6
26/10/2013,17.4,23,0,44.6
27/10/2013,17.7,50,0,48.6
28/10/2013,18.7,64,0,40.3
29/10/2013,18,60,0,72
30/10/2013,16.7,25,0,36.4
31/10/2013,17.6,34,0,46.8
1/11/2013,18.7,65,0,48.2
2/11/2013,21.9,53,0,31.7
3/11/2013,22.1,40,0.1,67
4/11/2013,15.9,24,0,51.8
5/11/2013,16.8,62,0,38.2
6/11/2013,17.3,2,0,45
7/11/2013,21,3,0,42.8
8/11/2013,24.5,57,0,39.6
9/11/2013,22.5,56,0,56.5
10/11/2013,16,97,8.7,43.9
11/11/2013,16.3,99,33.6,62.6
12/11/2013,18.9,52,4.3,37.4
13/11/2013,20.1,17,0,33.8
14/11/2013,19.5,5,0,39.6
15/11/2013,18,52,10.7,40
16/11/2013,16.4,90,21.1,38.5
17/11/2013,15.9,100,21.2,48.2
18/11/2013,16.9,99,28.1,52.2
19/11/2013,18.9,51,1.2,36.7
20/11/2013,19.4,58,0,34.9
21/11/2013,20.6,65,0.4,38.9
22/11/2013,20.7,85,21.1,50.4
23/11/2013,20.3,33,6.2,34.9
24/11/2013,18.6,22,0,51.1
25/11/2013,17.4,32,0.5,64.1
26/11/2013,17.3,47,0,39.2
27/11/2013,18.3,27,0,34.9
28/11/2013,21.8,43,0,31.7
29/11/2013,18.9,81,6.4,47.5
30/11/2013,17.3,40,0.7,40.7
1/12/2013,17.8,42,1.5,34.9
2/12/2013,19,48,0,31
3/12/2013,19.6,1,0,40
4/12/2013,23.1,55,0,39.2
5/12/2013,20.3,42,0,77.8
6/12/2013,16.8,9,0,45.4
7/12/2013,18.9,34,0,36.7
8/12/2013,20.9,19,0,41.8
9/12/2013,23.9,95,0,35.6
10/12/2013,25.6,22,0.2,44.3
11/12/2013,22.3,36,0,32.4
12/12/2013,21.3,31,1.9,47.9
13/12/2013,22,14,0,43.6
14/12/2013,20.6,61,4.3,50.8
15/12/2013,20.5,67,1.6,37.8
16/12/2013,20.6,63,1.8,40.3
17/12/2013,21.4,7,0,41.4
18/12/2013,21.7,3,0,37.1
19/12/2013,22.1,14,0,41.8
